transaction_id,wallet_id,amount,timestamp,country,merchant,wallet_age_days,previous_transactions
TX332,WALLET004,112037,2025-09-20 20:46:32.274633,Russia,Coinbase,578,74
TX333,WALLET001,1171,2026-02-09 20:46:32.274638,Germany,Kraken,211,125
TX334,WALLET003,4095,2025-12-21 20:46:32.274644,USA,Coinbase,950,294
TX335,WALLET003,3583,2025-10-13 20:46:32.274649,UK,Coinbase,525,364
TX336,WALLET005,1339,2026-09-10 20:46:32.274654,USA,Coinbase,75,5
TX337,WALLET001,4820,2026-04-02 20:46:32.274663,Germany,Kraken,753,365
TX338,WALLET004,3212,2025-11-01 20:46:32.274671,UK,Binance,121,465
TX339,WALLET003,1956,2026-07-21 20:46:32.274687,Pakistan,Binance,183,179
TX340,WALLET001,2519,2026-07-17 20:46:32.274698,Russia,Binance,793,0
TX341,WALLET004,2230,2026-06-29 20:46:32.274706,Pakistan,Kraken,935,490
TX342,WALLET001,2035,2025-12-23 20:46:32.274722,Russia,Kraken,966,491
TX343,WALLET004,2199,2026-02-17 20:46:32.274728,Pakistan,Coinbase,520,494
TX344,WALLET001,3685,2026-05-22 20:46:32.274733,Russia,Binance,88,261
TX345,WALLET005,318,2026-05-10 20:46:32.274738,USA,Binance,543,107
TX346,WALLET001,762,2026-08-23 20:46:32.274743,Pakistan,Coinbase,945,64
TX347,WALLET003,2293,2025-12-09 20:46:32.274749,Germany,Binance,852,196
TX348,WALLET005,653,2026-07-10 20:46:32.274753,Germany,Coinbase,386,330
TX349,WALLET002,78698,2026-05-18 20:46:32.274759,Russia,Binance,252,496
TX350,WALLET003,1190,2026-08-20 20:46:32.274764,Pakistan,Kraken,511,85
TX351,WALLET002,3962,2026-09-09 20:46:32.274769,Pakistan,Coinbase,373,383
TX352,WALLET005,4398,2025-12-12 20:46:32.274774,Germany,Kraken,194,312
TX353,WALLET002,1634,2026-08-05 20:46:32.274780,Russia,Coinbase,202,428
TX354,WALLET001,1102,2025-10-29 20:46:32.274785,Germany,Binance,713,409
TX355,WALLET005,1080,2026-04-25 20:46:32.274790,Germany,Coinbase,515,383
TX356,WALLET005,3524,2026-01-24 20:46:32.274796,Germany,Kraken,285,142
TX357,WALLET004,3458,2026-07-27 20:46:32.274810,UK,Binance,116,305
TX358,WALLET003,1556,2025-12-22 20:46:32.274815,UK,Coinbase,98,413
TX359,WALLET005,4353,2026-03-05 20:46:32.274820,Germany,Kraken,280,327
TX360,WALLET001,905,2025-12-22 20:46:32.274826,UK,Coinbase,47,330
TX361,WALLET001,1551,2025-11-05 20:46:32.274839,Russia,Kraken,583,399
TX362,WALLET002,3384,2026-04-30 20:46:32.274845,UK,Kraken,191,446
TX363,WALLET003,3404,2026-03-01 20:46:32.274850,UK,Coinbase,562,223
TX364,WALLET001,3222,2025-12-07 20:46:32.274855,UK,Kraken,673,403
TX365,WALLET002,1569,2026-03-04 20:46:32.274860,USA,Coinbase,411,197
TX366,WALLET001,2162,2026-09-13 20:46:32.274865,UK,Coinbase,637,485
TX367,WALLET004,3673,2026-04-06 20:46:32.274870,Russia,Binance,574,199
TX368,WALLET002,1040,2026-04-10 20:46:32.274876,Pakistan,Coinbase,415,494
TX369,WALLET005,2206,2025-12-29 20:46:32.274880,Pakistan,Kraken,484,121
TX370,WALLET001,1353,2026-05-12 20:46:32.274886,Germany,Coinbase,821,344
TX371,WALLET004,2923,2026-08-27 20:46:32.274891,Pakistan,Coinbase,703,480
TX372,WALLET003,3995,2025-10-16 20:46:32.274905,Pakistan,Coinbase,774,110
TX373,WALLET002,1584,2025-09-23 20:46:32.274911,USA,Kraken,695,466
TX374,WALLET001,4985,2026-02-16 20:46:32.274924,Germany,Coinbase,578,370
TX375,WALLET003,2541,2026-07-13 20:46:32.274930,Germany,Binance,467,466
TX376,WALLET002,1401,2026-05-08 20:46:32.274935,UK,Coinbase,802,196
TX377,WALLET005,790,2026-07-28 20:46:32.274940,USA,Kraken,112,300
TX378,WALLET001,4277,2025-10-15 20:46:32.274944,Germany,Coinbase,477,23
TX379,WALLET002,4652,2026-07-11 20:46:32.274949,UK,Kraken,589,169
TX380,WALLET003,2667,2026-05-28 20:46:32.274954,Germany,Binance,158,252
TX381,WALLET003,176487,2026-03-15 20:46:32.274968,Germany,Kraken,745,325
TX382,WALLET001,4718,2025-11-01 20:46:32.274974,Russia,Coinbase,727,188
TX383,WALLET002,61,2026-03-13 20:46:32.274979,UK,Binance,715,489
TX384,WALLET005,2105,2026-07-20 20:46:32.274984,Russia,Coinbase,725,141
TX385,WALLET005,3059,2026-08-22 20:46:32.274989,UK,Binance,61,212
TX386,WALLET001,3989,2026-09-05 20:46:32.274994,Pakistan,Binance,637,154
TX387,WALLET002,1024,2025-09-28 20:46:32.274999,UK,Coinbase,826,81
TX388,WALLET003,1331,2026-06-29 20:46:32.275004,Germany,Kraken,365,382
TX389,WALLET001,83,2026-04-09 20:46:32.275009,Russia,Kraken,554,264
TX390,WALLET001,1898,2026-05-18 20:46:32.275014,Germany,Coinbase,910,426
TX391,WALLET003,4327,2025-12-17 20:46:32.275019,USA,Kraken,633,346
TX392,WALLET001,969,2026-06-01 20:46:32.275024,USA,Kraken,36,299
TX393,WALLET003,4230,2025-11-08 20:46:32.275029,UK,Kraken,540,80
TX394,WALLET003,3883,2026-01-01 20:46:32.275034,UK,Kraken,729,304
TX395,WALLET002,3871,2025-11-05 20:46:32.275039,USA,Binance,434,368
TX396,WALLET003,581,2026-03-24 20:46:32.275044,USA,Kraken,723,409
TX397,WALLET004,3877,2025-12-11 20:46:32.275049,Russia,Coinbase,723,213
TX398,WALLET001,1027,2026-05-22 20:46:32.275054,Pakistan,Kraken,300,252
TX399,WALLET005,2765,2026-04-19 20:46:32.275059,Germany,Kraken,279,468
TX400,WALLET004,1616,2026-03-29 20:46:32.275080,Pakistan,Kraken,143,163
TX401,WALLET004,1236,2026-05-22 20:46:32.275087,Pakistan,Kraken,6,129
TX402,WALLET002,927,2025-12-24 20:46:32.275092,USA,Kraken,668,493
TX403,WALLET005,4639,2026-02-14 20:46:32.275097,UK,Coinbase,262,17
TX404,WALLET005,2757,2026-04-25 20:46:32.275102,Pakistan,Kraken,340,344
TX405,WALLET004,1731,2026-03-16 20:46:32.275107,USA,Coinbase,715,251
TX406,WALLET004,373,2026-04-08 20:46:32.275112,USA,Coinbase,397,318
TX407,WALLET001,2252,2025-10-19 20:46:32.275117,Germany,Kraken,554,469
TX408,WALLET004,3572,2026-06-18 20:46:32.275122,Russia,Binance,490,367
TX409,WALLET001,485,2025-09-25 20:46:32.275127,Pakistan,Kraken,472,204
TX410,WALLET004,485,2026-07-19 20:46:32.275132,Germany,Binance,905,383
TX411,WALLET001,3379,2026-02-15 20:46:32.275137,UK,Binance,29,67
TX412,WALLET005,624,2026-07-14 20:46:32.275142,Russia,Coinbase,868,424
TX413,WALLET005,2494,2026-02-13 20:46:32.275147,Pakistan,Binance,317,275
TX414,WALLET001,1618,2026-04-24 20:46:32.275152,Pakistan,Coinbase,974,213
TX415,WALLET004,3151,2026-05-28 20:46:32.275157,Pakistan,Coinbase,79,405
TX416,WALLET001,1734,2026-08-27 20:46:32.275162,Pakistan,Coinbase,670,303
TX417,WALLET002,169990,2026-04-11 20:46:32.275168,Russia,Kraken,30,97
TX418,WALLET001,3407,2026-07-10 20:46:32.275173,Germany,Coinbase,92,94
TX419,WALLET001,4385,2025-12-18 20:46:32.275178,Russia,Coinbase,575,240
TX420,WALLET001,2262,2026-03-25 20:46:32.275191,UK,Binance,756,178
TX421,WALLET001,1178,2026-07-03 20:46:32.275199,UK,Coinbase,749,444
TX422,WALLET002,4779,2026-05-18 20:46:32.275203,Russia,Binance,478,305
TX423,WALLET002,2263,2026-02-19 20:46:32.275208,UK,Kraken,949,25
TX424,WALLET001,4826,2026-08-11 20:46:32.275213,Germany,Coinbase,719,227
TX425,WALLET002,4103,2026-09-09 20:46:32.275218,USA,Coinbase,164,31
TX426,WALLET002,4022,2026-01-25 20:46:32.275223,Pakistan,Coinbase,586,181
TX427,WALLET003,2329,2026-07-12 20:46:32.275228,Pakistan,Binance,971,392
TX428,WALLET003,1370,2025-12-29 20:46:32.275233,USA,Coinbase,96,93
TX429,WALLET004,3933,2026-07-23 20:46:32.275238,Russia,Coinbase,399,440
TX430,WALLET005,1997,2025-11-04 20:46:32.275251,Pakistan,Binance,815,349
TX431,WALLET004,326,2026-03-07 20:46:32.275257,UK,Kraken,960,195
TX432,WALLET002,2065,2026-08-19 20:46:32.275262,USA,Binance,574,258
TX433,WALLET003,2874,2026-09-08 20:46:32.275267,Pakistan,Coinbase,478,64
TX434,WALLET003,3027,2026-05-07 20:46:32.275272,Germany,Coinbase,270,410
TX435,WALLET003,2651,2026-07-01 20:46:32.275285,UK,Kraken,486,2
TX436,WALLET003,661,2026-06-27 20:46:32.275291,USA,Binance,867,462
TX437,WALLET005,2329,2026-06-07 20:46:32.275296,Germany,Kraken,579,83
TX438,WALLET003,4494,2026-09-06 20:46:32.275300,USA,Kraken,803,330
TX439,WALLET003,513,2026-08-01 20:46:32.275313,USA,Kraken,686,497
TX440,WALLET003,3433,2026-09-11 20:46:32.275319,Pakistan,Kraken,907,105
TX441,WALLET004,163819,2025-11-15 20:46:32.275325,Pakistan,Kraken,921,191
TX442,WALLET005,4681,2025-10-14 20:46:32.275338,Germany,Kraken,775,70
TX443,WALLET001,1190,2026-08-18 20:46:32.275344,Pakistan,Binance,153,479
TX444,WALLET004,232,2026-07-09 20:46:32.275349,UK,Kraken,378,468
TX445,WALLET003,3364,2026-02-06 20:46:32.275354,USA,Coinbase,791,493
TX446,WALLET005,2214,2025-09-21 20:46:32.275359,USA,Coinbase,683,141
TX447,WALLET002,544,2026-02-06 20:46:32.275364,USA,Kraken,699,482
TX448,WALLET005,1755,2026-03-09 20:46:32.275369,Russia,Coinbase,518,112
TX449,WALLET003,864,2025-11-18 20:46:32.275373,Germany,Kraken,220,319
TX450,WALLET002,4975,2026-05-22 20:46:32.275378,UK,Coinbase,7,66
TX451,WALLET001,446,2026-06-11 20:46:32.275383,Germany,Binance,950,302
TX452,WALLET003,4330,2025-09-22 20:46:32.275388,Russia,Coinbase,970,44
TX453,WALLET002,2639,2026-02-01 20:46:32.275393,Pakistan,Kraken,875,299
TX454,WALLET005,4163,2026-06-13 20:46:32.275398,Germany,Coinbase,451,234
TX455,WALLET004,920,2026-03-06 20:46:32.275403,USA,Kraken,547,280
TX456,WALLET005,3991,2026-08-21 20:46:32.275408,UK,Binance,533,483
TX457,WALLET003,3481,2026-06-11 20:46:32.275414,UK,Binance,741,404
TX458,WALLET003,1225,2025-11-25 20:46:32.275420,Russia,Binance,950,253
TX459,WALLET002,1766,2026-07-04 20:46:32.275432,Russia,Coinbase,266,401
TX460,WALLET005,4671,2026-03-28 20:46:32.275438,Russia,Kraken,493,54
TX461,WALLET003,2615,2026-01-30 20:46:32.275443,UK,Coinbase,242,197
TX462,WALLET002,1121,2025-11-16 20:46:32.275448,Pakistan,Binance,833,137
TX463,WALLET003,295,2026-05-11 20:46:32.275453,UK,Binance,94,398
TX464,WALLET004,999,2025-12-12 20:46:32.275458,Russia,Kraken,834,53
TX465,WALLET005,1690,2026-07-14 20:46:32.275463,UK,Binance,452,312
TX466,WALLET005,4333,2026-02-23 20:46:32.275468,USA,Binance,973,274
TX467,WALLET005,4268,2025-11-03 20:46:32.275473,Germany,Binance,106,302
TX468,WALLET004,2146,2026-02-22 20:46:32.275478,Russia,Coinbase,49,211
TX469,WALLET002,4918,2026-04-25 20:46:32.275483,UK,Kraken,829,77
TX470,WALLET005,30,2026-05-16 20:46:32.275488,Pakistan,Coinbase,404,212
TX471,WALLET003,3178,2026-01-06 20:46:32.275512,USA,Kraken,393,427
TX472,WALLET001,1712,2025-10-20 20:46:32.275518,Russia,Binance,526,25
TX473,WALLET002,3670,2025-10-04 20:46:32.275523,Pakistan,Kraken,71,49
TX474,WALLET003,4721,2026-02-08 20:46:32.275529,USA,Kraken,126,43
TX475,WALLET002,2682,2026-02-18 20:46:32.275535,Pakistan,Kraken,921,80
TX476,WALLET001,3465,2026-04-15 20:46:32.275556,Russia,Coinbase,537,250
TX477,WALLET005,2004,2025-12-20 20:46:32.275561,Germany,Binance,451,258
TX478,WALLET001,854,2025-10-28 20:46:32.275574,UK,Binance,219,153
TX479,WALLET003,953,2025-10-04 20:46:32.275580,USA,Coinbase,772,269
TX480,WALLET005,3224,2025-11-02 20:46:32.275585,Germany,Coinbase,631,352
TX481,WALLET001,2707,2025-12-01 20:46:32.275590,UK,Kraken,992,337
TX482,WALLET004,4007,2026-02-20 20:46:32.275595,Pakistan,Binance,860,372
TX483,WALLET004,334,2026-01-29 20:46:32.275600,Pakistan,Kraken,129,133
TX484,WALLET002,4839,2026-05-31 20:46:32.275605,Germany,Coinbase,990,71
TX485,WALLET002,712,2026-02-20 20:46:32.275619,USA,Kraken,22,80
TX486,WALLET002,3702,2026-04-16 20:46:32.275625,UK,Kraken,128,168
TX487,WALLET002,3455,2026-03-24 20:46:32.275638,Germany,Coinbase,398,333
TX488,WALLET002,4036,2026-06-05 20:46:32.275643,Russia,Coinbase,857,307
TX489,WALLET002,2401,2025-10-26 20:46:32.275648,USA,Kraken,888,400
TX490,WALLET001,2343,2025-09-27 20:46:32.275653,UK,Kraken,482,418
TX491,WALLET005,3831,2026-04-12 20:46:32.275658,Pakistan,Coinbase,712,328
TX492,WALLET003,3420,2026-05-30 20:46:32.275663,UK,Kraken,725,418
TX493,WALLET003,3406,2026-05-11 20:46:32.275668,Germany,Binance,602,413
TX494,WALLET004,195000,2025-11-17 20:46:32.275676,Germany,Kraken,733,332
TX495,WALLET001,1196,2026-04-01 20:46:32.275693,Pakistan,Kraken,129,332
TX496,WALLET003,2848,2025-12-22 20:46:32.275706,Germany,Kraken,834,228
TX497,WALLET003,2418,2026-02-05 20:46:32.275713,UK,Binance,976,34
TX498,WALLET004,4514,2026-01-28 20:46:32.275728,UK,Kraken,272,70
TX499,WALLET004,656,2026-07-21 20:46:32.275741,UK,Coinbase,672,428
TX500,WALLET003,997,2026-04-26 20:46:32.275746,Russia,Coinbase,831,406
TX501,WALLET004,802,2026-06-30 20:46:32.275751,USA,Binance,657,316
TX502,WALLET002,2907,2026-02-16 20:46:32.275757,UK,Coinbase,82,323
TX503,WALLET004,4843,2026-05-15 20:46:32.275762,Pakistan,Coinbase,26,65
TX504,WALLET005,791,2026-05-19 20:46:32.275767,Germany,Coinbase,75,212
TX505,WALLET005,3768,2026-03-30 20:46:32.275772,Russia,Binance,847,441
TX506,WALLET004,2821,2025-10-07 20:46:32.275777,Russia,Coinbase,911,472
TX507,WALLET001,4692,2026-09-11 20:46:32.275781,Germany,Kraken,294,452
TX508,WALLET001,1363,2025-09-26 20:46:32.275787,Germany,Binance,932,343
TX509,WALLET002,441,2025-11-23 20:46:32.275792,Germany,Coinbase,117,428
TX510,WALLET001,4338,2026-06-23 20:46:32.275797,USA,Kraken,123,211
TX511,WALLET002,2252,2026-08-17 20:46:32.275802,UK,Kraken,688,256
TX512,WALLET003,2915,2025-12-14 20:46:32.275807,Germany,Coinbase,656,203
TX513,WALLET005,4070,2026-01-12 20:46:32.275812,Pakistan,Coinbase,176,62
TX514,WALLET002,110564,2026-08-16 20:46:32.275817,UK,Binance,585,120
TX515,WALLET003,4246,2026-04-12 20:46:32.275822,USA,Binance,317,91
TX516,WALLET005,2407,2026-06-22 20:46:32.275827,USA,Coinbase,669,183
TX517,WALLET003,531,2026-04-11 20:46:32.275839,UK,Coinbase,50,58
TX518,WALLET004,4428,2026-04-14 20:46:32.275846,USA,Kraken,719,298
TX519,WALLET004,693,2026-08-24 20:46:32.275851,Pakistan,Kraken,673,158
TX520,WALLET005,1758,2025-09-23 20:46:32.275856,Russia,Kraken,216,464
TX521,WALLET004,720,2026-06-11 20:46:32.275863,Germany,Binance,639,255
TX522,WALLET004,4968,2026-06-05 20:46:32.275868,UK,Binance,820,415
TX523,WALLET002,710,2026-07-11 20:46:32.275872,USA,Binance,125,382
TX524,WALLET003,696,2026-07-06 20:46:32.275878,Russia,Binance,408,240
TX525,WALLET003,4482,2026-09-10 20:46:32.275883,UK,Binance,446,277
TX526,WALLET001,3895,2026-07-18 20:46:32.275888,UK,Binance,109,460
TX527,WALLET002,77829,2026-05-08 20:46:32.275903,USA,Kraken,858,241
TX528,WALLET005,2380,2026-02-14 20:46:32.275908,UK,Coinbase,183,111
TX529,WALLET004,3179,2025-12-31 20:46:32.275914,USA,Kraken,144,243
TX530,WALLET001,4442,2025-11-28 20:46:32.275919,Pakistan,Binance,957,492
TX531,WALLET001,3774,2026-02-03 20:46:32.275924,Pakistan,Binance,2,419
TX532,WALLET004,3413,2026-05-02 20:46:32.275929,Russia,Binance,699,412
TX533,WALLET003,4040,2026-08-26 20:46:32.275934,Germany,Coinbase,609,494
TX534,WALLET001,2030,2025-11-05 20:46:32.275939,Russia,Kraken,614,154
TX535,WALLET004,1913,2026-06-21 20:46:32.275944,UK,Kraken,472,354
TX536,WALLET005,1700,2026-08-17 20:46:32.275949,Pakistan,Binance,832,426
TX537,WALLET005,121,2026-05-25 20:46:32.275961,UK,Kraken,162,225
TX538,WALLET003,3309,2025-09-22 20:46:32.275967,USA,Kraken,800,233
TX539,WALLET001,3248,2025-12-28 20:46:32.275973,Pakistan,Kraken,736,32
TX540,WALLET003,1700,2026-08-06 20:46:32.275978,USA,Kraken,923,86
TX541,WALLET001,2900,2025-11-03 20:46:32.275983,Germany,Binance,382,488
TX542,WALLET002,4870,2026-08-10 20:46:32.275988,Germany,Binance,69,129
TX543,WALLET003,1307,2026-06-07 20:46:32.275992,UK,Binance,520,410
TX544,WALLET003,51346,2026-01-25 20:46:32.276006,Pakistan,Binance,259,289
TX545,WALLET004,181297,2025-12-30 20:46:32.276012,USA,Kraken,795,281
TX546,WALLET005,2875,2025-10-18 20:46:32.276018,Germany,Coinbase,671,193
TX547,WALLET002,2390,2025-12-30 20:46:32.276023,USA,Binance,303,477
TX548,WALLET003,3411,2026-04-05 20:46:32.276028,Pakistan,Binance,422,57
TX549,WALLET003,2851,2026-04-18 20:46:32.276033,USA,Coinbase,686,228
TX550,WALLET004,2861,2026-08-06 20:46:32.276038,USA,Binance,722,475
TX551,WALLET002,1805,2026-08-06 20:46:32.276042,Pakistan,Coinbase,31,438
TX552,WALLET004,1651,2026-08-15 20:46:32.276047,Russia,Kraken,904,30
TX553,WALLET002,4381,2025-11-14 20:46:32.276053,Pakistan,Kraken,341,447
TX554,WALLET005,120662,2026-03-04 20:46:32.276059,Germany,Coinbase,976,487
TX555,WALLET005,2813,2026-06-17 20:46:32.276064,UK,Coinbase,188,465
TX556,WALLET003,3301,2025-11-03 20:46:32.276077,USA,Binance,892,31
TX557,WALLET003,4734,2025-11-18 20:46:32.276083,Germany,Kraken,314,241
TX558,WALLET001,1096,2026-08-27 20:46:32.276088,Russia,Binance,372,471
TX559,WALLET002,3335,2026-09-01 20:46:32.276093,USA,Binance,4,184
TX560,WALLET004,178,2026-08-16 20:46:32.276098,UK,Kraken,208,85
TX561,WALLET001,2328,2026-07-11 20:46:32.276103,UK,Kraken,23,205
TX562,WALLET003,4809,2026-08-19 20:46:32.276107,Russia,Coinbase,770,320
TX563,WALLET004,4855,2026-07-11 20:46:32.276122,Pakistan,Binance,119,42
TX564,WALLET001,1338,2025-10-05 20:46:32.276127,Germany,Kraken,358,385
TX565,WALLET005,4191,2025-12-03 20:46:32.276132,USA,Coinbase,479,420
TX566,WALLET005,1316,2025-10-30 20:46:32.276137,Germany,Coinbase,555,39
TX567,WALLET001,878,2026-07-27 20:46:32.276142,Pakistan,Binance,717,462
TX568,WALLET005,3697,2026-04-19 20:46:32.276147,Germany,Kraken,238,90
TX569,WALLET001,393,2026-06-18 20:46:32.276152,Russia,Kraken,705,2
TX570,WALLET004,4935,2026-02-28 20:46:32.276166,USA,Kraken,557,495
TX571,WALLET002,3233,2026-01-02 20:46:32.276172,Pakistan,Binance,225,255
TX572,WALLET001,2496,2025-12-31 20:46:32.276176,Germany,Binance,282,376
TX573,WALLET001,3544,2026-03-31 20:46:32.276181,Pakistan,Coinbase,616,265
TX574,WALLET004,2870,2026-03-31 20:46:32.276187,Russia,Coinbase,873,344
TX575,WALLET003,1891,2025-10-13 20:46:32.276192,Germany,Binance,48,424
TX576,WALLET004,1752,2026-06-11 20:46:32.276204,Russia,Kraken,479,183
TX577,WALLET004,4076,2026-05-06 20:46:32.276210,Germany,Coinbase,5,267
TX578,WALLET001,702,2025-10-19 20:46:32.276215,Germany,Binance,531,255
TX579,WALLET001,1403,2025-12-01 20:46:32.276220,Germany,Binance,603,209
TX580,WALLET002,2289,2025-11-06 20:46:32.276225,USA,Kraken,576,291
TX581,WALLET001,2131,2025-10-24 20:46:32.276230,UK,Binance,377,283
TX582,WALLET002,3194,2026-08-26 20:46:32.276235,Russia,Coinbase,32,247
TX583,WALLET004,3542,2025-09-24 20:46:32.276241,Russia,Coinbase,892,163
TX584,WALLET003,4255,2025-12-05 20:46:32.276246,Russia,Binance,288,451
TX585,WALLET002,1736,2026-01-27 20:46:32.276252,UK,Coinbase,996,372
TX586,WALLET002,2725,2026-05-26 20:46:32.276257,Russia,Binance,540,128
TX587,WALLET004,4090,2026-02-10 20:46:32.276262,UK,Binance,813,433
TX588,WALLET004,4827,2025-09-28 20:46:32.276267,Russia,Kraken,353,101
TX589,WALLET003,4004,2026-08-14 20:46:32.276272,Pakistan,Binance,661,180
TX590,WALLET003,1786,2025-10-13 20:46:32.276277,UK,Binance,42,309
TX591,WALLET002,1109,2026-08-27 20:46:32.276282,USA,Binance,944,24
TX592,WALLET004,682,2025-12-01 20:46:32.276287,Russia,Kraken,657,162
TX593,WALLET001,1803,2026-01-04 20:46:32.276293,Pakistan,Kraken,993,248
TX594,WALLET002,4723,2025-10-19 20:46:32.276299,Pakistan,Coinbase,310,183
TX595,WALLET005,131532,2026-06-04 20:46:32.276313,Germany,Kraken,906,178
TX596,WALLET004,4880,2025-09-23 20:46:32.276318,USA,Binance,874,24
TX597,WALLET004,79889,2026-02-04 20:46:32.276324,Pakistan,Binance,725,451
TX598,WALLET003,4887,2026-07-03 20:46:32.276329,Germany,Binance,497,297
TX599,WALLET003,1801,2025-10-30 20:46:32.276334,UK,Binance,199,305
TX600,WALLET003,1578,2025-10-30 20:46:32.276339,Germany,Coinbase,326,112
TX601,WALLET001,2867,2026-06-07 20:46:32.276353,Pakistan,Binance,674,131
TX602,WALLET003,73,2026-07-19 20:46:32.276358,Germany,Binance,734,492
TX603,WALLET003,1603,2025-11-17 20:46:32.276363,Germany,Coinbase,163,499
TX604,WALLET003,3358,2026-02-03 20:46:32.276368,Germany,Binance,632,495
TX605,WALLET004,329,2026-05-21 20:46:32.276373,USA,Binance,91,41
TX606,WALLET005,3719,2026-01-25 20:46:32.276378,Russia,Coinbase,756,418
TX607,WALLET003,1625,2025-12-17 20:46:32.276383,Russia,Binance,125,94
TX608,WALLET005,41,2026-02-03 20:46:32.276388,Pakistan,Kraken,519,191
TX609,WALLET005,3029,2026-06-18 20:46:32.276393,Russia,Binance,512,113
TX610,WALLET004,2907,2025-12-10 20:46:32.276398,Germany,Binance,63,489
TX611,WALLET005,3113,2026-01-26 20:46:32.276403,Pakistan,Binance,719,141
TX612,WALLET004,2078,2026-03-26 20:46:32.276416,UK,Binance,650,316
TX613,WALLET001,3404,2026-08-17 20:46:32.276421,UK,Binance,597,335
TX614,WALLET002,4762,2026-07-18 20:46:32.276427,UK,Coinbase,241,301
TX615,WALLET002,64,2025-10-02 20:46:32.276440,Pakistan,Binance,612,138
TX616,WALLET005,3309,2026-09-10 20:46:32.276446,UK,Binance,707,419
TX617,WALLET002,3149,2026-01-08 20:46:32.276450,Germany,Binance,995,324
TX618,WALLET001,550,2026-03-18 20:46:32.276455,Pakistan,Binance,459,138
TX619,WALLET005,603,2026-01-31 20:46:32.276461,Pakistan,Coinbase,1000,375
TX620,WALLET002,1375,2026-08-21 20:46:32.276465,Russia,Coinbase,474,385
TX621,WALLET001,3915,2026-06-03 20:46:32.276471,USA,Coinbase,348,216
TX622,WALLET005,1137,2026-04-14 20:46:32.276476,Russia,Binance,892,396
TX623,WALLET002,4158,2026-03-15 20:46:32.276481,Russia,Coinbase,961,436
TX624,WALLET003,100903,2026-02-25 20:46:32.276487,UK,Kraken,12,388
TX625,WALLET002,4612,2026-05-20 20:46:32.276510,USA,Binance,329,452
TX626,WALLET001,4418,2026-04-27 20:46:32.276515,Russia,Binance,394,215
TX627,WALLET002,1798,2026-02-23 20:46:32.276529,Pakistan,Kraken,795,199
TX628,WALLET001,4947,2026-07-15 20:46:32.276564,UK,Kraken,820,151
TX629,WALLET001,1222,2025-10-21 20:46:32.276571,UK,Binance,656,186
TX630,WALLET001,641,2026-01-27 20:46:32.276576,Pakistan,Kraken,885,447
TX631,WALLET002,936,2025-12-30 20:46:32.276581,UK,Kraken,291,455
TX632,WALLET002,4331,2025-09-23 20:46:32.276587,Germany,Coinbase,96,166
TX633,WALLET003,3630,2025-11-20 20:46:32.276592,Russia,Coinbase,90,486
TX634,WALLET004,1950,2025-10-29 20:46:32.276605,Germany,Coinbase,564,422
TX635,WALLET005,1445,2025-11-22 20:46:32.276612,UK,Kraken,828,110
TX636,WALLET005,2624,2026-01-01 20:46:32.276617,Pakistan,Coinbase,581,315
TX637,WALLET003,4240,2026-08-28 20:46:32.276622,Russia,Coinbase,32,18
TX638,WALLET004,3686,2026-04-01 20:46:32.276627,UK,Kraken,689,212
TX639,WALLET003,4171,2026-07-26 20:46:32.276632,USA,Kraken,953,500
TX640,WALLET003,2920,2026-07-27 20:46:32.276637,Russia,Binance,845,121
TX641,WALLET002,2722,2026-08-22 20:46:32.276642,Pakistan,Coinbase,977,78
TX642,WALLET002,3557,2026-04-19 20:46:32.276647,UK,Kraken,834,174
TX643,WALLET001,3543,2025-11-17 20:46:32.276652,Russia,Coinbase,857,213
TX644,WALLET002,857,2025-12-15 20:46:32.276657,USA,Binance,618,196
TX645,WALLET002,1832,2025-10-24 20:46:32.276662,Germany,Binance,234,37
TX646,WALLET003,1696,2026-05-10 20:46:32.276667,Russia,Binance,782,370
TX647,WALLET003,997,2025-10-04 20:46:32.276672,USA,Binance,758,225
TX648,WALLET005,143,2026-04-29 20:46:32.276677,UK,Binance,745,315
TX649,WALLET004,128,2025-12-23 20:46:32.276682,Pakistan,Binance,679,311
TX650,WALLET005,3426,2026-07-08 20:46:32.276687,Pakistan,Coinbase,185,469
TX651,WALLET004,4343,2025-12-15 20:46:32.276695,UK,Coinbase,493,305
TX652,WALLET001,4819,2025-10-04 20:46:32.276713,Russia,Binance,214,355
TX653,WALLET003,1498,2026-06-02 20:46:32.276725,Pakistan,Binance,109,201
TX654,WALLET001,3606,2026-08-21 20:46:32.276741,Pakistan,Kraken,79,78
TX655,WALLET004,3784,2026-08-14 20:46:32.276756,Germany,Kraken,867,361
TX656,WALLET001,4340,2026-06-22 20:46:32.276761,Russia,Coinbase,378,318
TX657,WALLET003,103,2026-09-19 20:46:32.276766,Russia,Kraken,624,414
TX658,WALLET004,4442,2025-11-11 20:46:32.276771,Pakistan,Binance,342,500
TX659,WALLET002,4933,2026-05-03 20:46:32.276784,USA,Kraken,605,400
TX660,WALLET002,4100,2026-05-02 20:46:32.276789,Germany,Binance,998,384
TX661,WALLET001,4617,2026-06-15 20:46:32.276794,USA,Binance,929,202
TX662,WALLET005,3430,2026-04-24 20:46:32.276799,Russia,Binance,643,35
TX663,WALLET005,1467,2025-11-24 20:46:32.276804,UK,Binance,19,58
TX664,WALLET001,3527,2026-04-28 20:46:32.276810,UK,Coinbase,532,270
